"","GTEX.117XS.0526.SM.5987Q","GTEX.11DXY.0426.SM.5H12R","GTEX.11EQ8.0826.SM.5N9FG","GTEX.11EQ9.0626.SM.5A5K1","GTEX.11GSO.0626.SM.5A5LW","GTEX.1211K.0726.SM.5FQUW","GTEX.131XF.1826.SM.5EGKG","GTEX.131YS.0726.SM.5P9G9","GTEX.132NY.1026.SM.5P9IY","GTEX.13O21.2226.SM.5MR3L","GTEX.13O3P.0726.SM.5J2OM","GTEX.R55E.0826.SM.2TC5M","GTEX.TKQ1.0126.SM.33HB3","GTEX.WOFL.0726.SM.3MJG4","GTEX.WYBS.1926.SM.3NM8N","GTEX.YFCO.0326.SM.4W1ZP","GTEX.ZE7O.1126.SM.57WC8","GTEX.ZLWG.0526.SM.4WWFB","GTEX.ZPCL.0126.SM.4WWC8","GTEX.ZZ64.0126.SM.5GZXA"
"ENSG00000216037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228971",0,0,0,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237435",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000200800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228502",79,44,62,100,88,71,51,62,46,49,65,191,120,56,100,56,44,93,58,76
"ENSG00000241992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000137970",201,111,274,126,189,123,70,218,138,111,248,335,563,242,400,314,172,205,175,128
"ENSG00000223229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117569",1248,1742,1693,3188,1602,1956,2018,1960,2114,2907,3493,1252,6549,2840,2213,4579,1422,2290,1682,2910
"ENSG00000212039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188641",1497,2484,1508,2316,1258,1637,1243,2133,1606,1698,1719,1296,2607,1586,1963,1922,2245,2705,2171,2044
"ENSG00000232878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232542",0,1,0,0,0,0,0,1,1,0,3,0,0,0,1,0,4,0,1,0
"ENSG00000228057",12,21,25,20,22,19,14,32,19,10,37,12,31,11,41,22,23,22,11,12
"ENSG00000226128",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000230718",0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000235777",0,0,0,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,1
"ENSG00000270911",8,4,0,0,0,0,0,4,3,0,7,0,18,8,0,6,0,1,0,0
"ENSG00000269998",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225206",0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"ENSG00000233557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162627",688,745,988,931,685,533,584,652,498,698,727,821,1590,1221,1405,1295,977,884,1126,814
"ENSG00000117598",0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,12,0,0,0
"ENSG00000232825",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000227034",12,2,13,9,11,13,4,1,18,0,14,7,30,22,34,3,18,26,13,6
"ENSG00000117600",301,596,126,267,43,38,175,401,1054,195,215,190,430,714,124,78,936,164,196,102
"ENSG00000233983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099260",675,1261,386,1350,155,555,944,1067,1455,942,851,840,1146,3244,391,770,1096,891,708,1234
"ENSG00000223656",0,1,2,9,1,1,2,5,1,0,1,4,2,2,7,5,9,9,6,4
"ENSG00000156869",173,171,211,262,121,95,154,236,270,331,337,165,258,235,204,229,148,253,258,252
"ENSG00000201491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162688",1341,2315,1585,2848,1766,1309,1651,1913,2887,2556,2278,1119,3411,1876,3258,3800,1262,3537,2919,2268
"ENSG00000228084",21,41,19,25,35,32,19,53,62,50,35,36,55,39,28,37,26,50,33,18
"ENSG00000117620",1403,2483,959,2688,1835,1862,1562,2593,2690,2588,1324,1433,4115,1595,2656,3695,1463,2845,2009,2369
"ENSG00000212248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202259",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261254",150,271,238,371,205,176,209,474,429,353,397,207,524,319,267,601,166,217,175,203
"ENSG00000156875",2090,2671,2155,3838,2468,2498,2317,2792,3011,2849,2616,2175,5937,3426,3501,4454,2021,4055,3528,3763
"ENSG00000241073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000156876",213,220,398,283,260,245,219,414,254,285,211,152,550,259,245,403,207,223,254,194
"ENSG00000226952",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000122435",1021,1459,1420,1634,1018,1289,1139,2516,2219,1545,2043,852,2412,1878,1345,1852,1078,1504,1032,1337
"ENSG00000122477",40,62,44,170,70,200,113,110,106,48,88,38,247,167,142,99,67,90,49,120
"ENSG00000137992",1077,1670,1462,1764,1801,1953,1363,1991,1750,1822,1164,1499,2258,1196,2438,2277,1286,2103,1660,1603
"ENSG00000271415",0,0,3,5,0,0,0,0,2,2,4,3,8,0,0,1,0,2,1,2
"ENSG00000225169",1,1,0,4,0,0,2,3,3,5,1,0,8,0,0,1,0,8,0,1
"ENSG00000230287",1,1,1,2,2,2,2,3,0,0,2,0,0,5,4,1,1,0,0,1
"ENSG00000224616",54,40,11,26,45,33,37,47,37,55,30,34,29,18,35,21,21,37,28,29
"ENSG00000137996",801,1200,1342,1549,1296,1183,758,1482,1557,1443,1064,893,2667,1565,2112,2147,1028,1539,1245,1301
"ENSG00000207750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000215871",0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1
"ENSG00000223906",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000079335",534,546,672,614,1094,393,459,832,697,736,890,581,1159,465,883,882,776,837,651,694
"ENSG00000216067",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234332",0,2,0,0,0,0,0,3,0,2,2,0,6,1,0,3,4,2,0,2
"ENSG00000228086",3,2,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1,0,0,0
"ENSG00000181656",9,23,21,6,1,14,8,61,4,45,30,22,16,17,7,9,60,19,16,47
"ENSG00000213421",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000230402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000162692",1099,1198,299,672,48,299,568,3331,1061,778,1642,546,508,2256,914,391,1637,1491,430,1043
"ENSG00000162694",1224,1422,905,1618,859,772,990,1893,2161,1555,1272,1196,2054,1651,1619,1979,1179,1477,1350,893
"ENSG00000162695",1755,2270,1830,2605,1551,2099,1638,2947,3199,2396,3670,1540,4202,3542,3272,2884,1909,2253,1785,2273
"ENSG00000230946",0,2,0,6,2,2,0,2,3,2,2,0,11,2,5,2,0,2,2,1
"ENSG00000117543",380,455,695,515,590,572,334,729,601,524,408,423,770,539,675,699,485,681,560,443
"ENSG00000269175",38,32,98,76,13,51,55,100,152,73,123,26,89,104,21,97,49,41,32,34
"ENSG00000235795",2,10,2,14,2,19,12,5,11,15,19,2,21,22,3,9,5,7,10,5
"ENSG00000233184",219,336,359,278,189,151,151,354,563,304,249,207,408,587,328,508,256,337,239,198
"ENSG00000252765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238296",0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
"ENSG00000225938",4,17,1,30,3,16,5,13,18,9,37,10,14,36,17,6,10,12,17,19
"ENSG00000170989",2570,3947,3571,7336,2368,4789,3820,3170,4991,4549,8920,3492,8475,6544,4044,4326,4022,6991,7120,6459
"ENSG00000260940",2,6,41,27,3,9,10,14,6,7,39,4,28,17,21,26,5,9,10,17
"ENSG00000228399",4,6,5,7,3,0,6,2,6,2,2,5,6,3,5,13,2,5,5,3
"ENSG00000173810",0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0
"ENSG00000231671",0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
"ENSG00000226715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183298",11,8,16,12,10,13,6,33,25,10,30,47,33,15,51,24,9,27,22,13
"ENSG00000118733",10,12,0,11,18,2,4,6,4,11,0,31,4,6,6,12,10,3,7,14
"ENSG00000252717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000060718",26,21,24,22,31,10,45,58,12,28,129,12,32,41,26,60,93,24,34,56
"ENSG00000234257",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224613",0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0
"ENSG00000222069",0,0,0,6,1,2,5,1,1,2,3,1,3,0,0,0,0,0,1,3
"ENSG00000185946",5151,4901,3301,3746,7356,5661,3864,7087,5906,3494,8115,1631,11735,5885,4915,2263,2322,3179,2502,4099
"ENSG00000240038",5637,3440,2609,3397,8593,5467,2942,5303,4238,2664,8099,3663,9074,11556,7893,3287,3258,2004,1951,2640
"ENSG00000243480",23,36,18,78,56,9,0,30,27,5,6,5,7,3,16,15,8,38,60,8
"ENSG00000237763",0,1,0,0,5,8,0,0,0,2,4,0,13,0,4,0,0,1,0,1
"ENSG00000234441",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000174876",10,4,4,9,18,6,1,9,3,2,12,5,31,14,7,3,1,7,8,1
"ENSG00000227408",0,0,0,2,5,0,0,0,0,1,4,1,7,3,0,1,0,1,0,0
"ENSG00000187733",0,0,0,0,1,3,0,1,0,0,1,0,9,0,0,1,0,1,0,1
"ENSG00000225191",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215869",1,1,3,0,0,0,4,0,0,0,5,8,0,0,3,4,1,2,2,0
"ENSG00000228347",0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,1,0,0,0,0
"ENSG00000225036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230768",0,1,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,2,0,0
"ENSG00000227850",0,0,1,1,0,0,0,0,1,1,3,0,0,0,0,2,0,3,2,2
"ENSG00000237897",2,0,1,0,0,0,0,1,2,0,0,0,3,0,1,2,0,0,0,0
"ENSG00000232952",1,0,4,9,0,1,0,0,2,0,5,7,14,4,4,4,2,0,0,2
"ENSG00000233047",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237480",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198890",448,653,370,842,928,801,783,835,680,837,289,977,1264,524,874,1409,634,1095,912,750
"ENSG00000162631",121,46,40,131,0,4,14,30,19,66,104,27,25,97,2,6,40,26,0,12
"ENSG00000238883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224550",3,7,14,8,8,5,9,10,10,6,7,19,19,10,21,30,4,24,7,10
"ENSG00000134215",564,1184,736,1074,921,416,680,1550,987,1671,1123,698,1784,912,1069,859,908,1623,1805,625
"ENSG00000265536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230489",0,1,2,1,4,2,3,17,4,9,8,4,3,4,0,0,2,2,4,0
"ENSG00000264753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226822",0,5,0,1,2,0,3,5,1,2,4,2,4,3,0,5,1,4,5,2
"ENSG00000085491",945,1347,1062,2418,1068,1348,1330,1240,1280,1993,1361,1086,3589,1559,1791,2592,1015,2411,2380,2751
"ENSG00000260879",15,36,12,50,66,28,44,69,57,56,28,41,111,35,76,79,28,88,52,70
"ENSG00000196427",0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238122",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000241361",0,0,4,0,0,0,0,2,0,0,2,0,0,3,0,0,4,0,2,0
"ENSG00000186086",0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227832",0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000226483",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162636",1557,1802,1426,1087,221,225,571,1217,1291,914,1328,1539,1234,2229,951,706,2370,918,1209,658
"ENSG00000162639",83,132,201,185,58,107,141,276,189,185,69,258,389,275,141,231,185,194,186,133
"ENSG00000134186",4780,5935,5185,8786,5221,5873,4992,9671,6716,6051,7204,3774,15794,6259,7315,6501,4174,6783,4970,6926
"ENSG00000143107",0,1,4,2,2,4,0,0,8,2,8,0,1,0,0,0,4,0,3,3
"ENSG00000232971",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000116266",2272,3483,3209,4237,2391,3176,2795,3421,3466,3850,3705,1962,7096,3072,4639,5655,2495,4692,3861,4011
"ENSG00000228076",2,0,0,0,0,0,4,0,2,1,2,0,1,2,2,5,1,1,0,0
"ENSG00000162641",29,36,19,11,0,4,0,6,4,22,17,13,15,3,19,15,28,8,37,8
"ENSG00000203897",2,3,2,0,0,0,3,0,5,0,1,1,2,0,1,0,0,1,3,0
"ENSG00000121957",498,529,424,632,186,322,370,464,588,490,862,203,1116,843,409,612,510,436,556,585
"ENSG00000121940",861,1375,624,1638,1785,1275,955,1467,1440,1406,1461,839,2357,1451,1321,1520,964,1660,1478,1624
"ENSG00000085433",790,1127,934,1281,1060,755,845,865,898,947,928,761,1344,1270,1289,1073,1022,1175,1186,1121
"ENSG00000237349",1,3,0,0,0,1,0,0,0,0,2,0,3,2,0,0,1,0,0,0
"ENSG00000244716",76,30,103,65,70,66,29,85,48,31,76,130,148,77,102,118,53,84,46,53
"ENSG00000228665",6,0,2,2,6,2,1,2,1,0,3,4,1,1,0,2,2,2,0,1
"ENSG00000228054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197780",708,959,782,1077,635,648,579,585,901,811,746,585,1112,984,1370,1241,612,1065,902,851
"ENSG00000273382",39,67,17,89,152,79,51,129,117,97,27,117,213,38,85,231,63,152,113,143
"ENSG00000215717",2577,3042,3002,3785,4351,3932,2336,3392,3394,2840,2663,2833,6164,3011,5714,5047,2630,4448,3467,3660
"ENSG00000270066",31,33,64,36,71,23,140,81,40,57,47,63,110,63,66,144,35,38,48,31
"ENSG00000251484",2,1,3,6,9,9,6,9,7,1,0,3,12,3,2,6,0,6,2,1
"ENSG00000179902",27,3,30,8,52,3,7,12,22,7,8,22,7,18,2,20,34,20,6,9
"ENSG00000116299",993,186,1021,137,15103,2598,2177,2596,1111,1488,1129,2117,1039,546,878,2589,970,711,1147,862
"ENSG00000238310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000031698",5539,6621,14855,10161,6544,13613,8903,8022,6434,9968,6407,6124,27241,8669,13499,13629,4550,16181,9767,17268
"ENSG00000143126",6712,5450,6518,10580,8911,7917,6595,13454,10650,9313,7441,9912,8734,5738,13570,9750,4696,8292,10726,7660
"ENSG00000134222",145,157,235,234,138,156,152,376,335,302,215,155,213,478,339,477,220,240,168,123
"ENSG00000221986",17,4,13,20,8,23,10,13,32,11,4,7,10,23,20,16,4,31,16,24
"ENSG00000134243",5100,6610,5347,11685,11421,8308,7696,7830,8540,11388,7084,7492,13173,7115,15495,16058,4201,13523,11826,13723
"ENSG00000143106",1227,2359,1728,3581,1381,2505,1905,1961,2725,2937,1597,1465,5682,2706,2685,4696,1275,3986,3392,3076
"ENSG00000143028",1160,1531,1932,2253,1190,1483,1245,1831,2019,1869,1592,1002,2051,1745,2197,2879,500,1703,1875,1012
"ENSG00000162650",1269,1223,2753,2111,1195,1230,1109,2107,2188,1445,2283,972,1798,2084,1692,2414,728,1327,1258,799
"ENSG00000174151",682,917,2130,1714,1629,1102,1040,2311,1682,1509,1712,1266,2276,1554,2244,2092,916,1788,1759,1207
"ENSG00000181754",497,776,935,1135,1430,1068,890,1677,1180,1142,868,1847,1819,313,1345,1514,789,1745,1308,980
"ENSG00000156097",72,191,71,139,94,79,84,736,441,264,88,52,216,87,179,206,70,123,61,168
"ENSG00000065135",1899,2900,1866,3527,1703,2429,2137,2544,2599,2958,2087,2078,5138,3321,3383,4114,2388,4187,3418,3529
"ENSG00000206832",0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,2,0,0,0
"ENSG00000225113",7,8,6,14,5,5,4,8,4,5,6,6,16,4,3,5,8,10,6,9
"ENSG00000207709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134183",1,1,8,6,2,8,5,2,10,2,0,3,3,2,1,12,2,12,3,10
"ENSG00000116337",2080,2609,3293,4393,2858,2049,2126,3720,3768,2780,3001,1901,4495,4206,5071,4635,2037,3402,2911,3018
"ENSG00000228703",13,20,13,32,13,13,18,25,25,20,22,5,24,40,13,21,9,20,5,25
"ENSG00000235045",3,5,7,14,5,3,6,26,15,14,2,3,1,4,2,15,3,3,6,5
"ENSG00000168765",1752,2998,1704,3713,1591,1809,2653,4056,4595,3327,1750,1439,3912,2418,3069,4713,1544,5058,2342,2081
"ENSG00000213366",7779,7711,5520,4966,8654,4861,3982,14364,9050,4924,5565,5727,6432,11699,8362,5715,6131,4596,2501,3582
"ENSG00000134184",585,920,6,5,1051,805,10,919,7,4,284,9,2,640,6,1375,708,1488,1,5
"ENSG00000260246",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000134201",869,2156,307,1208,57,166,442,1609,363,625,301,763,384,502,511,395,2189,1848,352,598
"ENSG00000241720",5,3,2,0,1,2,0,1,1,1,1,3,2,2,1,0,7,6,2,2
"ENSG00000134202",2109,3597,3111,2156,1352,2977,2302,4503,1821,2852,1513,3740,3682,2434,2781,3409,2659,8781,3265,4259
"ENSG00000198758",4,14,18,2,3,3,4,2,2,0,3,0,0,0,6,0,0,4,6,7
"ENSG00000224927",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228420",0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000235005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261055",0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0
"ENSG00000184371",3262,5111,6435,7309,1108,2392,3294,5008,3622,5045,4391,3620,3919,8848,4231,3856,4461,4259,4167,4587
"ENSG00000168710",5968,8700,5829,18113,7760,12088,8604,8185,8782,14963,10745,6190,32333,8612,14862,23942,4660,19737,12175,18495
"ENSG00000143093",1691,2293,2428,3672,2314,1811,2152,3878,2787,2805,2334,1953,4405,3119,2781,3033,1644,3230,2767,2659
"ENSG00000258634",559,612,1190,971,711,891,613,1050,730,656,776,736,1594,782,738,963,485,722,588,669
"ENSG00000156150",2,0,0,0,0,0,1,2,0,0,0,0,1,2,1,0,0,0,0,0
"ENSG00000258673",0,0,0,2,0,0,1,0,0,5,1,0,0,1,0,0,5,3,0,4
"ENSG00000186150",0,0,4,17,0,7,10,6,4,4,4,0,0,34,12,0,2,6,2,3
"ENSG00000197106",62,111,7,51,173,22,78,62,53,88,122,14,163,213,23,44,57,60,45,52
"ENSG00000227091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235526",0,0,0,0,3,0,0,0,1,0,0,0,1,2,0,0,0,1,1,0
"ENSG00000224965",32,31,29,88,26,2,13,96,73,90,0,38,8,38,18,25,107,25,41,21
"ENSG00000116396",629,667,539,1061,420,239,358,1441,830,736,587,737,698,979,540,816,678,797,815,470
"ENSG00000200536",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227963",4,10,16,21,5,6,3,28,10,14,4,3,7,11,4,9,8,6,9,4
"ENSG00000162775",325,341,517,574,215,454,502,542,358,423,513,205,679,250,390,479,196,652,397,455
"ENSG00000168679",789,839,815,756,936,505,589,814,804,793,1003,576,1031,787,1424,1198,721,1020,778,748
"ENSG00000273373",993,977,2600,1204,985,621,527,1736,1944,1122,2250,424,1292,2608,1804,2010,1006,605,708,653
"ENSG00000224699",24,44,26,29,31,58,23,129,94,48,40,27,65,34,73,37,42,31,48,33
"ENSG00000134248",1582,2195,1963,2179,2076,1821,1980,2143,2605,2244,1637,1776,3786,2466,3925,4048,1614,3318,2698,2313
"ENSG00000143125",6,18,11,6,0,7,80,4,2,6,9,1,6,28,0,26,5,101,10,32
"ENSG00000240194",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1
"ENSG00000235407",0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2
"ENSG00000143105",0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0
"ENSG00000177301",73,41,73,113,0,75,160,281,145,110,35,68,52,30,62,90,70,124,93,39
"ENSG00000221538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259834",122,154,761,143,22,95,166,850,242,141,193,160,177,165,181,125,480,121,62,56
"ENSG00000177272",49,113,241,62,2,33,158,371,111,50,170,56,90,57,118,14,270,63,29,33
"ENSG00000199710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237415",0,0,0,2,0,2,0,1,0,2,0,4,0,0,1,0,0,5,0,0
"ENSG00000232791",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143119",450,525,1490,961,58,370,645,2648,806,792,769,252,1315,599,787,394,1134,1421,1182,718
"ENSG00000261654",6,0,16,15,12,10,22,19,12,19,8,6,46,14,19,15,10,19,16,29
"ENSG00000232811",12,16,117,10,20,32,8,42,31,12,26,33,40,22,47,23,28,25,11,14
"ENSG00000121931",316,398,1507,295,424,493,250,817,493,487,486,452,748,421,478,644,577,546,537,411
"ENSG00000273010",0,1,8,4,5,2,9,13,8,7,2,8,3,7,4,5,7,0,5,3
"ENSG00000225672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000156171",1289,1400,2682,1624,1398,1362,949,2003,1636,1401,1858,1228,2093,1927,2459,2244,1809,1840,1693,1334
"ENSG00000134255",842,1119,1981,1772,918,1477,1253,2196,1441,1672,1534,806,2758,1378,1141,1728,1014,1869,1422,1519
"ENSG00000162777",867,1056,2822,1643,1242,1031,911,3869,1602,1743,1601,996,1921,1118,2342,1966,1248,1633,1546,1366
"ENSG00000064886",296,238,333,252,26,408,137,689,417,312,154,224,882,226,486,182,364,521,250,612
"ENSG00000236040",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000203878",0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,1,0,0
"ENSG00000134216",13,29,9,0,10,24,4,58,35,12,1,13,20,0,35,0,2,10,18,2
"ENSG00000229283",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000232240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173947",843,603,671,415,880,687,489,1163,1061,796,334,550,1292,462,834,1021,506,1017,664,634
