"","GTEX.111VG.0526.SM.5N9BW","GTEX.11DXY.0426.SM.5H12R","GTEX.11EQ8.0826.SM.5N9FG","GTEX.11EQ9.0626.SM.5A5K1","GTEX.11NV4.0626.SM.5N9BR","GTEX.1211K.0726.SM.5FQUW","GTEX.131XF.1826.SM.5EGKG","GTEX.131YS.0726.SM.5P9G9","GTEX.13NZ9.1126.SM.5MR37","GTEX.14ABY.0926.SM.5Q5DY","GTEX.14AS3.0226.SM.5Q5B6","GTEX.14BMU.0226.SM.5S2QA","GTEX.PLZ4.1226.SM.2I5FE","GTEX.R55E.0826.SM.2TC5M","GTEX.R55G.0726.SM.2TC6J","GTEX.TKQ1.0126.SM.33HB3","GTEX.YFC4.2626.SM.5P9FQ","GTEX.YFCO.0326.SM.4W1ZP","GTEX.ZE7O.1126.SM.57WC8","GTEX.ZYY3.1926.SM.5GZXS"
"ENSG00000237402",2,3,0,0,3,5,0,4,1,4,0,2,0,0,0,1,1,3,1,1
"ENSG00000237728",0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,2,0,0,0
"ENSG00000225126",5,0,1,3,0,0,0,0,3,0,0,1,1,0,0,0,2,1,1,5
"ENSG00000270171",14,2,2,2,10,4,4,2,11,18,6,6,3,2,4,2,19,2,4,14
"ENSG00000270035",31,9,0,1,7,41,6,3,12,11,8,3,12,4,4,0,26,4,0,8
"ENSG00000269978",29,5,4,4,9,16,5,13,13,2,4,2,13,4,0,3,9,8,6,19
"ENSG00000049245",3610,6236,5626,5495,3658,4669,3746,5882,5407,8929,3370,3022,7399,5504,1044,8796,6342,6332,4848,4402
"ENSG00000269925",44,41,106,48,47,31,20,52,58,58,53,27,87,24,13,83,132,43,43,30
"ENSG00000049246",3687,6755,3330,1840,3052,6431,1774,3099,1604,7519,5318,794,5164,1309,252,7127,2003,1546,1746,1007
"ENSG00000236266",85,40,24,21,27,27,5,5,19,54,60,6,31,3,1,62,15,10,18,8
"ENSG00000049247",43,0,12,0,13,7,0,14,124,32,14,6,0,2,2,13,305,2,2,6
"ENSG00000049249",47,10,24,2,85,0,4,59,47,6,32,41,1,0,12,10,198,8,28,4
"ENSG00000270330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000116288",5256,9782,8121,11110,6736,6931,7477,9676,9116,13209,4258,7690,8179,7104,1693,14783,10473,19255,5813,6910
"ENSG00000200344",1,1,0,2,2,0,1,1,0,1,2,0,0,0,1,3,2,1,0,0
"ENSG00000116285",7417,23066,5349,9167,6372,8624,5476,6200,4325,5703,4524,3732,28179,3173,1773,19005,5801,7098,4984,7689
"ENSG00000238290",53,24,34,14,52,28,19,88,30,87,51,17,189,42,12,31,83,68,33,41
"ENSG00000232848",0,0,3,0,0,1,0,1,2,1,9,4,24,1,0,2,1,4,2,1
"ENSG00000229305",2,0,0,0,2,1,0,2,4,2,0,0,1,2,0,1,1,6,0,1
"ENSG00000200975",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000227634",7,0,0,2,3,2,0,1,0,2,5,2,2,0,0,1,3,1,3,2
"ENSG00000233645",0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2,2,0,0,1
"ENSG00000265414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000251977",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162426",275,296,98,466,123,108,204,405,264,292,124,177,165,229,63,293,244,330,231,194
"ENSG00000252254",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000142599",10147,10274,17857,26207,10856,14983,14673,19552,22220,15205,14330,13646,26758,10048,3584,25004,17893,23745,9991,10585
"ENSG00000232912",43,28,33,19,53,15,15,55,67,20,33,27,55,13,8,30,80,25,23,55
"ENSG00000221083",7,0,1,0,0,0,0,1,0,0,0,0,4,2,0,0,0,2,2,1
"ENSG00000270282",1,0,0,0,0,2,0,0,1,0,0,0,4,5,0,1,5,2,4,2
"ENSG00000234619",0,1,2,0,0,1,0,0,4,1,0,0,10,0,0,3,3,5,0,0
"ENSG00000224315",1,4,1,2,0,0,5,1,1,0,0,0,11,0,0,2,3,7,2,0
"ENSG00000222511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226545",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
"ENSG00000228423",2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0
"ENSG00000229716",0,3,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000074800",14630,26678,10730,42871,19490,19629,20236,24208,23088,22913,10343,22791,19166,15545,7179,53791,32133,44780,11717,20562
"ENSG00000236269",12,8,2,3,6,10,2,4,6,0,3,5,1,0,1,15,13,2,1,1
"ENSG00000230679",16,10,1,4,4,28,9,39,10,33,9,6,21,29,1,52,15,39,14,18
"ENSG00000201725",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000238249",0,1,1,1,2,0,0,4,2,2,0,2,1,1,1,4,17,0,2,1
"ENSG00000232208",2,0,1,0,2,0,0,2,2,0,0,0,1,0,0,2,46,0,0,0
"ENSG00000232663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000131686",0,0,4,5,1,3,0,4,7,0,0,0,5,0,0,3,24,0,1,0
"ENSG00000265141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197241",2,1,2,6,0,4,0,1,3,12,6,4,0,5,0,4,1,6,5,1
"ENSG00000142583",228,62,148,78,1408,53,87,230,739,66,61,370,73,62,211,262,1663,57,66,291
"ENSG00000252404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000180758",845,740,920,1038,814,490,816,794,822,459,693,735,1154,340,308,1545,1387,1326,319,635
"ENSG00000207865",1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0
"ENSG00000228526",6,1,3,1,3,2,6,7,2,0,2,2,11,1,1,1,2,6,1,8
"ENSG00000234546",143,34,51,30,25,16,38,70,60,42,27,47,112,8,13,101,45,55,27,77
"ENSG00000049239",5563,4440,6163,9771,5417,6977,5301,9258,10301,6848,4778,6265,8357,6618,2593,11694,12553,9473,4572,7553
"ENSG00000252841",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000171621",1986,3243,2593,4228,1946,2263,1424,1690,2448,1740,1202,2294,2374,1054,716,5621,2791,4705,1867,2755
"ENSG00000252956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235263",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000171612",238,740,850,1134,523,514,693,455,515,848,320,494,615,387,118,1066,520,1892,293,453
"ENSG00000231181",12,20,12,38,2,18,24,11,11,13,6,10,23,7,2,23,9,23,4,9
"ENSG00000188807",1121,959,913,1563,1148,913,883,1491,1696,1158,1076,970,770,1036,291,1555,1758,1557,779,806
"ENSG00000171608",3699,1721,3075,1410,7529,489,656,3958,8031,1246,2584,3374,1842,761,1532,1514,16423,1161,2148,3251
"ENSG00000179840",6,2,1,4,28,0,6,2,7,2,0,4,1,1,4,6,47,1,1,5
"ENSG00000233268",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000231789",154,166,270,68,170,159,65,226,229,288,138,81,221,147,51,101,236,200,140,135
"ENSG00000171603",8819,10139,10168,10502,9272,8566,7170,16358,13489,18188,6977,7979,11779,12427,2605,13579,12981,10945,8854,7085
"ENSG00000271264",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000178585",1345,1817,1333,3851,1634,3236,2136,2040,1677,2491,878,1912,2338,1965,560,4564,1955,3711,1081,1569
"ENSG00000162441",555,804,890,890,619,646,566,860,842,1245,586,669,1063,856,196,1182,1087,949,733,669
"ENSG00000228150",9,8,2,10,5,11,6,1,1,14,2,0,3,6,2,15,7,9,4,3
"ENSG00000173614",503,664,758,619,489,560,496,725,683,834,549,503,718,490,191,867,863,1153,356,402
"ENSG00000202415",2,2,4,5,5,2,2,0,0,6,5,6,2,1,2,2,0,3,1,2
"ENSG00000265521",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000162444",851,849,781,777,548,444,756,1172,899,1715,687,421,2602,954,151,1049,525,2073,824,1618
"ENSG00000225786",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000130939",2706,2760,5824,5491,2888,3409,2736,4815,5337,4734,3640,3540,8594,3526,1036,7103,4957,6422,2880,3976
"ENSG00000224340",0,1,0,1,0,2,2,0,1,0,2,1,1,0,0,1,1,0,0,3
"ENSG00000233623",4,3,0,2,1,2,1,2,3,3,2,3,0,0,4,6,5,3,0,0
"ENSG00000201746",0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000054523",3277,4398,3591,6840,3261,4227,3381,4569,4627,5425,2568,3114,5453,4160,1163,8351,4038,6066,2885,2717
"ENSG00000264881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199562",0,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"ENSG00000265945",1,4,1,3,2,6,4,3,1,0,9,3,3,3,4,5,3,12,1,2
"ENSG00000142657",2525,5717,4474,10905,3798,4983,3714,6278,4548,7661,2973,5001,5026,5546,918,10489,5811,14999,2417,3691
"ENSG00000271989",0,1,0,0,0,0,0,2,0,2,0,0,2,0,0,0,1,2,0,0
"ENSG00000175279",422,590,959,617,521,519,529,712,762,1176,584,475,925,759,127,1083,691,1414,444,693
"ENSG00000241563",58,73,217,85,71,50,77,102,144,115,94,54,129,91,21,68,88,261,58,91
"ENSG00000160049",1380,1777,3192,2434,1558,1608,1379,2206,2682,2654,1546,1487,3173,2145,577,2871,2827,2560,1553,1561
"ENSG00000142655",1260,1381,1226,1767,1209,1349,1027,1726,1576,1361,857,1064,1133,998,325,2108,1928,1995,979,915
"ENSG00000243267",1,0,2,0,3,3,2,4,3,3,4,2,3,2,0,16,4,4,3,0
"ENSG00000130940",692,811,624,1597,743,611,781,802,1007,545,964,718,937,728,196,1661,869,1294,364,533
"ENSG00000272078",153,183,79,272,145,76,105,81,171,58,90,110,91,52,52,161,171,87,93,90
"ENSG00000225158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175262",32,31,38,21,117,11,29,81,51,39,82,60,31,18,21,23,138,20,18,6
"ENSG00000215785",4,0,0,3,3,0,0,3,3,1,0,2,8,0,0,2,2,0,0,0
"ENSG00000264181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120948",11310,11603,14049,15772,13919,11376,9629,15407,15003,12553,10628,10241,17647,6634,3802,22288,25752,14219,8127,10415
"ENSG00000009724",178,175,308,385,147,345,451,618,331,154,372,253,401,116,157,735,600,245,61,178
"ENSG00000271895",611,382,843,615,978,518,539,1090,822,527,952,350,945,612,205,1500,1342,981,457,708
"ENSG00000116649",1893,1984,1754,2781,2978,1465,1488,2075,3436,1318,865,2455,1172,1968,700,4291,4017,3119,1688,2048
"ENSG00000171824",3798,4029,4193,5183,4679,3233,2980,5748,5518,3630,3102,2845,4172,2696,1280,7995,7983,3571,3183,3873
"ENSG00000226849",450,324,268,468,465,248,232,550,611,263,302,112,384,186,154,491,811,318,249,329
"ENSG00000230337",6,2,5,2,4,1,2,11,3,7,4,3,2,0,1,5,5,6,0,4
"ENSG00000198793",2945,4592,3405,6797,4611,4545,4122,6232,6084,4563,2489,4137,4812,4578,1453,9380,7600,4665,2912,3821
"ENSG00000225602",0,0,1,1,0,1,3,1,0,1,0,0,0,1,2,0,3,0,0,0
"ENSG00000253086",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000271794",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000171819",30,78,30,75,12,103,60,21,163,10,26,7,21,40,66,64,18,16,97,100
"ENSG00000207451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238173",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0
"ENSG00000120942",622,923,768,1389,828,1136,842,1182,1241,1137,848,1121,856,1025,318,2057,1696,1414,635,714
"ENSG00000238199",0,3,0,6,0,0,5,3,2,3,2,3,0,0,0,9,6,2,0,0
"ENSG00000224338",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204624",26,10,13,16,27,9,14,48,37,5,4,18,27,6,17,61,51,11,22,24
"ENSG00000235643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116661",493,442,923,641,977,485,494,1126,1266,838,523,472,776,602,107,479,1146,1021,399,394
"ENSG00000132879",4648,3158,5858,4506,5762,3956,2987,6900,7928,4644,5325,2796,6568,3181,1185,6070,9744,5741,2717,4329
"ENSG00000116663",632,342,670,567,632,382,352,654,807,424,373,565,568,437,124,646,1066,623,376,433
"ENSG00000116670",763,524,826,781,931,636,452,949,1203,749,621,640,850,649,241,1204,1605,920,581,1143
"ENSG00000162490",60,13,10,2,24,4,5,21,14,11,16,12,4,1,4,12,75,8,14,31
"ENSG00000177674",1955,1826,1943,2033,2291,1746,1412,3086,2155,2679,1467,1857,2388,1412,523,2707,2672,3984,1475,2270
"ENSG00000215910",6,2,4,2,8,2,2,2,0,2,1,5,1,3,0,0,12,1,0,11
"ENSG00000177553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"ENSG00000177000",2889,3585,4828,4492,3286,3390,3665,5590,4037,3505,2011,2672,3576,2542,1081,7855,5176,4936,1898,3413
"ENSG00000011021",3459,3543,4637,5395,3682,3288,2969,5603,5287,3447,3070,2224,6191,2371,1119,6740,5559,4692,2890,3161
"ENSG00000242349",217,80,201,217,162,69,130,200,208,80,111,64,78,35,61,480,299,93,128,202
"ENSG00000175206",89,47,70,199,87,87,77,62,78,103,48,47,30,1,20,60,85,76,47,126
"ENSG00000120937",2,6,3,10,2,96,3,2,0,11,0,2,36,7,8,0,4,4,0,2
"ENSG00000224904",0,3,5,2,2,7,2,12,5,0,0,6,3,0,2,10,6,0,3,2
"ENSG00000199347",2,1,4,0,0,0,1,3,2,0,1,3,0,0,0,2,3,2,1,0
"ENSG00000201801",0,0,1,0,0,0,2,1,0,0,1,1,0,0,0,0,1,0,0,0
"ENSG00000116685",2699,3824,3720,3499,3312,3192,2801,5576,4530,4495,2593,3761,3469,4016,1025,4317,5301,5937,2481,2498
"ENSG00000083444",2365,3960,14231,5306,3212,3077,2993,5534,6018,5846,4249,5922,7655,5001,1262,7124,4686,8395,3677,2870
"ENSG00000116688",5886,8347,6290,13324,6503,11949,8027,10005,9152,10199,5753,7933,12196,7141,2024,17219,8660,12518,4681,7229
"ENSG00000270914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116691",1970,1508,2625,1951,2716,2113,1141,2606,3861,1446,1872,1868,2833,1432,539,2662,5001,2943,1432,2057
"ENSG00000202461",5,1,4,0,4,4,1,1,7,0,1,2,4,0,2,0,3,1,1,1
"ENSG00000243539",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000120949",32,51,18,22,174,23,21,73,94,12,34,60,32,23,32,37,294,22,34,47
"ENSG00000201135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227875",0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,3,0,0
"ENSG00000028137",3738,1330,1537,2724,4262,1208,1377,3481,4618,1177,1553,4282,2349,1757,1278,2501,8540,1612,1634,2178
"ENSG00000263676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000252969",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000048707",5155,7385,9807,16137,5403,12051,10126,10487,10374,11379,6137,8004,13459,9513,2749,23449,9022,13332,5825,5604
"ENSG00000239149",14,8,12,20,13,15,18,20,25,6,14,18,15,2,5,56,23,19,9,9
"ENSG00000229484",1,2,5,2,1,0,1,1,2,2,2,10,4,0,0,3,15,0,0,1
"ENSG00000162496",5524,4719,9968,14691,3292,15238,9546,7520,6327,5500,6290,12473,20420,4218,2573,18912,6570,26223,4630,5475
"ENSG00000221340",2,3,3,9,0,4,7,2,0,1,1,1,8,0,3,11,2,9,1,0
"ENSG00000272482",15,35,34,25,5,45,28,26,17,11,22,10,92,7,8,18,14,39,25,15
"ENSG00000204518",0,2,2,0,3,2,3,9,0,2,2,0,2,1,2,0,0,0,2,0
"ENSG00000226166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000188984",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000238771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000157330",4,35,44,0,37,0,6,10,2,20,0,1,0,17,1,11,44,1,42,11
"ENSG00000116726",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0
"ENSG00000116721",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228338",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
"ENSG00000204513",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231103",0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000179172",2,3,6,4,2,0,0,3,3,1,2,3,4,2,0,0,4,0,1,2
"ENSG00000120952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000204510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207434",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000234064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250894",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000239810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000250113",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229978",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000236179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179412",1,0,2,0,0,0,0,1,1,1,0,3,0,2,0,0,2,0,1,0
"ENSG00000224199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204488",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000204486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000157358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162494",0,8,0,0,0,2,0,4,8,4,0,0,0,1,0,16,4,1,2,0
"ENSG00000259961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215909",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162493",321,920,673,815,429,224,157,296,1064,1336,637,231,609,537,168,2210,720,236,541,428
"ENSG00000222952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237445",0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116731",4244,4480,6949,6922,5632,3951,4002,7062,7899,6185,5680,4702,9252,3662,1849,8143,11199,5384,4171,4597
"ENSG00000252151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231606",0,1,2,0,0,0,5,3,0,0,0,3,0,0,0,0,0,5,0,2
"ENSG00000234593",0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000189337",1964,878,3043,2294,974,1783,1400,2198,2621,2305,1715,851,1203,1262,380,2666,1847,2848,1133,1562
"ENSG00000235829",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175147",11,8,16,7,5,12,5,10,6,5,18,7,18,1,5,9,20,5,11,10
"ENSG00000171729",775,433,675,469,631,378,275,521,462,477,400,645,338,392,160,647,894,457,457,415
"ENSG00000204464",0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,2,0,0
"ENSG00000215720",0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6,0,0
"ENSG00000142621",110,370,90,115,195,36,61,191,137,133,61,59,64,222,27,244,306,72,124,59
"ENSG00000233485",35,208,32,125,55,35,54,103,156,130,38,41,38,121,18,173,157,155,79,36
"ENSG00000236045",10,14,6,11,0,9,8,12,11,11,3,4,0,10,0,18,15,7,4,1
"ENSG00000228140",4,48,18,9,0,8,3,23,20,18,33,8,47,21,3,36,40,28,12,9
"ENSG00000142634",4428,6671,3710,4500,8217,3576,2550,5296,4965,4126,2747,4089,2561,4845,1146,7443,11910,5010,2896,3917
"ENSG00000162438",27,83,18,107,82,9,2,104,8,79,36,62,17,2,4,42,65,17,21,16
"ENSG00000142615",3,27,11,97,5,1,2,68,6,70,7,20,5,2,4,0,13,13,3,1
"ENSG00000215704",6,7,6,25,2,5,6,11,1,13,7,10,1,6,0,2,7,9,2,0
"ENSG00000132906",2050,2553,4214,2684,2598,1574,2064,4171,2420,2537,2303,1482,3737,1959,514,3942,4701,3454,1433,1473
"ENSG00000116138",1517,1304,2081,2491,1846,1900,1514,2063,2708,1683,1548,1387,1906,1144,568,3452,3191,2999,1056,1353
"ENSG00000251866",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000272510",6,1,9,10,5,0,3,11,10,4,5,4,4,0,4,8,12,7,2,0
"ENSG00000116771",43,31,23,38,121,24,20,84,73,67,42,88,24,32,42,40,311,54,25,35
"ENSG00000237301",12,29,20,13,42,34,17,98,74,27,40,35,50,20,17,64,132,43,22,30
"ENSG00000235084",7,13,18,19,21,9,13,40,32,53,16,14,41,34,10,16,36,49,22,19
"ENSG00000252417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000197312",2429,2143,2000,2980,3198,1771,1677,2892,3141,2593,1970,1898,3027,1460,657,3532,4543,2208,1687,2066
"ENSG00000271742",0,4,0,8,0,0,5,6,0,2,1,2,3,2,1,7,0,3,0,0
"ENSG00000116786",5446,4146,6972,7684,5632,5006,4385,6646,8302,4443,3778,5907,6982,4721,1868,9279,9603,6045,4149,5343
"ENSG00000237938",14,23,24,53,16,18,26,27,28,10,22,33,46,20,13,38,40,6,11,14
"ENSG00000162461",412,329,1560,320,313,349,251,643,958,252,699,329,1352,312,115,611,1247,480,403,257
"ENSG00000162460",0,0,0,4,0,1,0,0,1,3,0,0,0,0,1,0,2,2,2,0
"ENSG00000224459",2,0,0,0,4,3,7,0,0,1,0,0,0,0,0,3,0,0,0,0
"ENSG00000162458",1892,4399,1875,3466,1669,1634,2094,1380,3238,2274,1289,1628,2991,1558,711,5271,2443,3187,1973,1839
"ENSG00000224321",3,6,2,9,2,6,0,4,5,2,2,0,7,9,1,2,4,6,3,4
"ENSG00000233954",149,93,334,275,176,179,187,144,250,284,166,115,300,202,68,244,344,245,100,199
"ENSG00000178715",18,12,15,10,12,16,2,14,33,13,20,4,11,81,7,6,48,18,6,7
"ENSG00000179743",412,353,689,492,416,296,307,720,756,518,547,264,563,445,153,548,1211,741,327,522
"ENSG00000065526",5680,8013,16783,15484,7929,12981,9568,12643,15634,9277,7356,9703,16606,9758,3334,17385,14728,7675,6093,6467
"ENSG00000238818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000270620",3,2,0,1,3,0,0,0,0,4,0,0,1,1,0,0,3,1,0,2
"ENSG00000116809",3297,2601,3717,4483,4122,2364,2376,3774,5289,2289,2468,2422,2603,2013,1001,5002,5798,3704,2254,2862
"ENSG00000234607",2,1,0,0,1,0,1,0,0,0,0,2,2,4,1,2,3,0,0,2
"ENSG00000231353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
